,Make_0,Make_1,Make_2,Make_3,Make_4,MonthClaimed,WeekOfMonthClaimed,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,Age,PolicyType_0,PolicyType_1,PolicyType_2,PolicyType_3,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident_0,Days_Policy_Accident_1,Days_Policy_Accident_2,Days_Policy_Claim,PastNumberOfClaims_0,PastNumberOfClaims_1,PastNumberOfClaims_2,AgeOfVehicle,NumberOfSuppliments_0,NumberOfSuppliments_1,NumberOfSuppliments_2,AddressChange_Claim,NumberOfCars,Year,ClaimSize,AccidentArea_Urban,Sex_Male,Fault_Third Party,PoliceReportFiled_Yes,WitnessPresent_Yes,AgentType_Internal,FraudFound_P,cluster_labels
10,0.0,0.0,1.0,0.0,0.0,0.09090909090909091,0.0,0.0,1.0,0.0,0.7625000000000001,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5715443696567333,1.0,1.0,0.0,0.0,0.0,0.0,0,2
11,0.0,0.0,1.0,0.0,0.0,0.6363636363636364,1.0,0.0,0.0,1.0,0.47500000000000003,0.0,0.0,1.0,1.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0.5215314592311805,1.0,1.0,0.0,0.0,0.0,0.0,0,5
12,0.0,0.0,1.0,0.0,0.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.5125000000000001,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.5016934045375209,1.0,1.0,0.0,0.0,0.0,0.0,0,1
13,0.0,0.0,1.0,0.0,1.0,0.6363636363636364,0.0,0.0,1.0,0.0,0.35000000000000003,0.0,1.0,0.0,1.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.0,0.06390926697794319,1.0,0.0,1.0,0.0,0.0,0.0,0,4
14,0.0,0.0,0.0,1.0,1.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07889047722686789,1.0,1.0,0.0,0.0,0.0,0.0,0,2
15,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.5875,0.0,1.0,0.0,1.0,0.2,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,0.0,0.012463627779533621,1.0,1.0,0.0,0.0,0.0,0.0,0,4
16,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.0,0.0,1.0,0.0,0.75,0.0,0.0,1.0,1.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21366666877233526,1.0,1.0,0.0,0.0,0.0,0.0,0,0
17,0.0,0.0,0.0,0.0,1.0,0.4545454545454546,0.75,0.0,1.0,0.0,0.2625,0.0,1.0,0.0,1.0,0.4,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.8154422111376032,1.0,1.0,0.0,0.0,0.0,0.0,0,0
18,0.0,0.0,0.0,0.0,1.0,0.7272727272727273,0.75,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.616103300833826,1.0,1.0,0.0,0.0,0.0,0.0,1,3
19,0.0,0.0,0.0,1.0,1.0,0.36363636363636365,0.75,0.0,1.0,0.0,0.48750000000000004,0.0,1.0,0.0,1.0,0.2,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0658037024825916,1.0,0.0,0.0,0.0,0.0,0.0,0,4
20,0.0,0.0,1.0,1.0,1.0,0.18181818181818182,0.25,0.0,1.0,0.0,0.5875,0.0,1.0,0.0,1.0,0.4,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5205043224101491,1.0,1.0,0.0,0.0,0.0,1.0,0,4
21,0.0,0.0,1.0,0.0,1.0,0.18181818181818182,0.25,0.0,0.0,1.0,0.525,0.0,1.0,0.0,1.0,0.2,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.22907873722036157,1.0,1.0,0.0,0.0,0.0,0.0,0,0
22,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,0.5,0.0,1.0,0.0,0.375,0.0,1.0,0.0,1.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.05017125963718734,1.0,1.0,1.0,0.0,0.0,0.0,0,4
23,0.0,0.0,0.0,1.0,1.0,0.7272727272727273,0.5,0.0,0.0,1.0,0.3375,0.0,1.0,0.0,1.0,0.4,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.029983099499186327,1.0,1.0,0.0,0.0,0.0,0.0,0,3
24,0.0,0.0,1.0,0.0,1.0,0.2727272727272727,0.0,0.0,1.0,0.0,0.4375,0.0,1.0,0.0,1.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.026050174762685414,1.0,0.0,0.0,0.0,0.0,0.0,0,4
25,0.0,0.0,1.0,1.0,0.0,0.18181818181818182,0.75,0.0,1.0,0.0,0.55,0.0,1.0,0.0,0.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.5,0.0,0.01520316035527696,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,0.0,0.0,0.0,1.0,0.0,0.5454545454545454,0.0,0.0,0.0,1.0,0.525,0.0,0.0,1.0,1.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,1.0,1.0,0.25,0.0,0.014034598558636757,1.0,0.0,0.0,0.0,0.0,0.0,0,5
27,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.5125000000000001,0.0,1.0,0.0,1.0,0.2,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.0,0.037203204851369485,1.0,1.0,0.0,0.0,0.0,0.0,0,4
28,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.9,0.0,1.0,0.0,1.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08789034048124708,1.0,1.0,1.0,0.0,0.0,0.0,0,1
29,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.25,0.0,1.0,0.0,0.36250000000000004,0.0,1.0,0.0,0.0,0.0,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.09546701341713838,1.0,0.0,1.0,0.0,0.0,0.0,0,1
30,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.0,0.0,1.0,0.4,0.0,1.0,0.0,1.0,0.4,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0.044708871086468684,1.0,1.0,1.0,0.0,0.0,1.0,0,3
31,0.0,0.0,0.0,1.0,1.0,0.9090909090909092,0.75,0.0,1.0,0.0,0.4625,0.0,0.0,1.0,1.0,0.4,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5714285714285714,0.0,1.0,0.0,0.0,0.0,0.0,0.13183903217091927,1.0,1.0,0.0,0.0,0.0,0.0,0,2
32,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.0,1.0,0.0,0.7375,0.0,1.0,0.0,1.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15794115856604138,1.0,1.0,0.0,0.0,0.0,0.0,0,0
33,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.75,0.0,1.0,0.0,0.6125,0.0,0.0,1.0,1.0,0.4,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5038100715297456,1.0,1.0,0.0,0.0,0.0,0.0,0,0
34,0.0,0.0,1.0,1.0,0.0,0.4545454545454546,0.75,0.0,1.0,0.0,0.3375,0.0,0.0,1.0,1.0,0.2,0.5,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7142857142857142,1.0,0.0,0.0,0.75,0.0,0.0,0.03169252135369431,1.0,1.0,0.0,0.0,0.0,0.0,0,2
35,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.2625,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.42857142857142855,1.0,0.0,0.0,0.0,0.0,0.0,0.5858584951977946,0.0,1.0,0.0,0.0,0.0,0.0,1,2
36,0.0,0.0,1.0,1.0,0.0,0.4545454545454546,0.75,0.0,0.0,1.0,0.5625,0.0,1.0,0.0,1.0,0.4,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.0,0.5613426252974252,1.0,1.0,0.0,0.0,0.0,0.0,0,3
37,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.6125,0.0,1.0,0.0,0.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.060371023808450476,1.0,1.0,1.0,0.0,0.0,0.0,0,4
38,0.0,0.0,0.0,0.0,1.0,0.4545454545454546,1.0,0.0,0.0,1.0,0.375,0.0,1.0,0.0,0.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0.9664737698000447,1.0,1.0,0.0,0.0,0.0,0.0,0,3
39,0.0,1.0,0.0,0.0,0.0,0.9090909090909092,0.25,0.0,0.0,1.0,0.4625,0.0,1.0,0.0,1.0,1.0,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.7179857709642321,1.0,1.0,0.0,0.0,0.0,0.0,0,4
40,0.0,0.0,0.0,0.0,1.0,0.36363636363636365,0.75,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7622012597818629,0.0,1.0,0.0,0.0,0.0,0.0,0,5
41,0.0,0.0,1.0,0.0,1.0,0.36363636363636365,0.25,0.0,0.0,1.0,0.3375,0.0,1.0,0.0,1.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7142857142857142,0.0,1.0,1.0,0.0,0.0,0.0,0.027628518867710703,1.0,0.0,0.0,0.0,0.0,0.0,0,3
42,0.0,0.0,0.0,1.0,0.0,0.9090909090909092,0.5,0.0,0.0,1.0,0.375,0.0,1.0,0.0,0.0,0.4,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.039886749302942615,1.0,1.0,0.0,0.0,0.0,0.0,0,3
43,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.6125,0.0,1.0,1.0,0.0,0.6000000000000001,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05987740687501293,1.0,1.0,0.0,0.0,0.0,0.0,0,1
44,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7406060572004078,1.0,1.0,1.0,0.0,0.0,0.0,0,3
45,0.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.325,0.0,0.0,1.0,1.0,0.2,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,1.0,0.0,1.0,0.25,0.0,0.027603253828952904,1.0,1.0,0.0,0.0,0.0,0.0,0,2
46,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.0,0.0,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.05101169237780225,1.0,1.0,0.0,0.0,0.0,0.0,0,3
47,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.0,0.0,1.0,0.3875,0.0,1.0,0.0,0.0,0.2,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.03046370851911571,1.0,1.0,0.0,0.0,0.0,0.0,0,3
48,0.0,1.0,0.0,0.0,1.0,0.18181818181818182,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.48082636460058537,1.0,1.0,1.0,0.0,0.0,0.0,0,3
49,0.0,0.0,0.0,1.0,1.0,0.6363636363636364,1.0,0.0,1.0,0.0,0.8125,0.0,0.0,1.0,1.0,0.4,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9579435257518764,1.0,1.0,0.0,0.0,0.0,0.0,0,2
50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.0,1.0,0.0,1.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02804708321299508,1.0,1.0,0.0,0.0,0.0,0.0,0,1
51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6875,0.0,0.0,1.0,1.0,0.2,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0859932758466724,1.0,1.0,0.0,0.0,0.0,0.0,0,2
52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.55,0.0,1.0,0.0,1.0,0.2,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.06998956470616728,1.0,1.0,0.0,0.0,0.0,0.0,0,3
53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3375,0.0,1.0,0.0,1.0,0.2,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7142857142857142,0.0,1.0,1.0,0.0,0.0,0.0,0.030606143773623876,1.0,1.0,0.0,0.0,0.0,0.0,0,4
54,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.35000000000000003,0.0,1.0,0.0,1.0,0.2,0.25,0.6666666666666667,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.07704031547076619,1.0,0.0,1.0,0.0,0.0,0.0,0,3
55,0.0,0.0,0.0,1.0,1.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.75,0.0,1.0,0.0,1.0,1.0,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.6097777742956069,1.0,1.0,1.0,0.0,0.0,0.0,0,0
56,0.0,0.0,1.0,0.0,0.0,0.6363636363636364,0.75,0.0,1.0,0.0,0.41250000000000003,0.0,1.0,0.0,1.0,0.4,0.25,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.7142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0.12086425516929604,1.0,1.0,1.0,0.0,0.0,0.0,0,0
57,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3375,0.0,1.0,0.0,0.0,0.2,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7142857142857142,0.0,0.0,1.0,0.0,0.0,0.0,0.025999488517105606,1.0,1.0,1.0,0.0,0.0,0.0,0,4
58,0.0,0.0,0.0,0.0,1.0,0.09090909090909091,0.5,0.0,1.0,0.0,0.5875,0.0,0.0,1.0,0.0,1.0,0.25,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8049526745831905,1.0,0.0,1.0,0.0,0.0,0.0,0,2
59,0.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.5,0.0,0.0,1.0,0.36250000000000004,0.0,0.0,1.0,1.0,0.4,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.5420534118766355,0.0,0.0,0.0,0.0,0.0,0.0,0,5
60,0.0,0.0,0.0,1.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.41250000000000003,0.0,1.0,0.0,1.0,0.4,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.8101916627552025,1.0,0.0,1.0,0.0,0.0,0.0,0,1
61,0.0,0.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.4625,0.0,0.0,1.0,1.0,0.2,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.08505206135338847,1.0,1.0,1.0,0.0,0.0,0.0,0,5
62,0.0,0.0,0.0,1.0,0.0,0.09090909090909091,0.0,0.0,1.0,0.0,0.55,0.0,0.0,1.0,1.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7142857142857142,0.0,1.0,1.0,0.0,0.0,0.0,0.022414255135948375,1.0,0.0,0.0,0.0,0.0,0.0,0,2
63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.5575468025986747,1.0,1.0,0.0,0.0,0.0,0.0,0,0
64,0.0,0.0,1.0,0.0,1.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.3375,0.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.4818040668660859,0.0,1.0,0.0,0.0,0.0,0.0,0,4
65,0.0,0.0,0.0,1.0,1.0,0.36363636363636365,0.75,0.0,0.0,1.0,0.48750000000000004,0.0,1.0,0.0,0.0,0.2,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.04813421734428458,1.0,1.0,1.0,0.0,0.0,0.0,0,3
66,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,1.0,0.0,1.0,0.0,0.925,0.0,1.0,0.0,0.0,0.4,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.055576096168270334,1.0,1.0,1.0,0.0,0.0,0.0,0,1
67,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,0.75,0.0,0.0,1.0,0.3125,0.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.7142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.5335347725820692,1.0,0.0,1.0,0.0,0.0,0.0,0,3
68,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.47500000000000003,0.0,0.0,1.0,1.0,0.2,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.5,0.0,0.0,0.194307834366217,1.0,1.0,0.0,0.0,0.0,0.0,0,0
69,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,1.0,0.0,1.0,0.0,0.47500000000000003,0.0,1.0,0.0,1.0,0.2,1.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.019633620034216686,1.0,1.0,0.0,0.0,0.0,0.0,0,1
70,0.0,0.0,0.0,0.0,1.0,0.36363636363636365,0.25,0.0,1.0,0.0,0.7625000000000001,0.0,1.0,0.0,1.0,0.4,0.25,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06419735736104312,1.0,1.0,1.0,0.0,0.0,0.0,0,4
71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47500000000000003,0.0,1.0,0.0,1.0,0.2,0.25,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.04891875212828943,1.0,1.0,0.0,0.0,0.0,0.0,1,1
72,0.0,0.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.5125000000000001,0.0,1.0,0.0,0.0,0.2,0.25,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.020185145337485257,1.0,1.0,1.0,0.0,0.0,0.0,0,1
73,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,0.0,0.3875,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.4871150433520328,1.0,1.0,0.0,0.0,0.0,0.0,1,0
