,Make_0,Make_1,Make_2,Make_3,Make_4,MonthClaimed,WeekOfMonthClaimed,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,Age,PolicyType_0,PolicyType_1,PolicyType_2,PolicyType_3,VehiclePrice,Deductible,DriverRating,Days_Policy_Accident_0,Days_Policy_Accident_1,Days_Policy_Accident_2,Days_Policy_Claim,PastNumberOfClaims_0,PastNumberOfClaims_1,PastNumberOfClaims_2,AgeOfVehicle,NumberOfSuppliments_0,NumberOfSuppliments_1,NumberOfSuppliments_2,AddressChange_Claim,NumberOfCars,Year,ClaimSize,AccidentArea_Urban,Sex_Male,Fault_Third Party,PoliceReportFiled_Yes,WitnessPresent_Yes,AgentType_Internal,FraudFound_P
21,0.0,0.0,1.0,-1.0,1.0,-0.5,-0.5,0.0,-1.0,1.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.5,0.37219792342319746,0.0,0.0,0.0,0.0,0.0,0.0,0
22,0.0,0.0,0.0,-1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,-0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,1.0,-1.0,0.0,0.0,-0.5,-0.06866871872282582,0.0,0.0,1.0,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,-1.0,1.0,-0.6111111111111112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.5,-0.11841670294002521,0.0,0.0,0.0,0.0,0.0,0.0,0
24,0.0,0.0,1.0,-1.0,1.0,-0.3333333333333333,-1.0,0.0,0.0,0.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,1.0,-1.0,0.0,0.0,-0.5,-0.1281082784170094,0.0,-1.0,0.0,0.0,0.0,0.0,0
25,0.0,0.0,1.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-1.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,2.0,-0.5,-0.15483766325717352,0.0,0.0,0.0,0.0,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-1.0,0.0,-1.0,1.0,0.2222222222222222,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.5,0.0,0.0,0.0,4.0,1.0,-0.5,-0.15771725175947848,0.0,-1.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,0.0,-1.0,1.0,-0.8333333333333334,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,-0.10062480488435173,0.0,0.0,0.0,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,0.5,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.024279238183134894,0.0,0.0,1.0,0.0,0.0,0.0,0
29,0.0,0.0,1.0,0.0,0.0,-0.6666666666666666,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.042949795730580824,0.0,-1.0,1.0,0.0,0.0,0.0,0
30,0.0,0.0,1.0,0.0,0.0,-0.6666666666666666,0.0,0.0,-1.0,1.0,-0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,-0.0821292231745341,0.0,0.0,1.0,0.0,0.0,1.0,0
31,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.5,0.0,0.0,0.0,-0.05555555555555555,0.0,-1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-0.5,0.13257830088122097,0.0,0.0,0.0,0.0,0.0,0.0,0
32,0.0,0.0,1.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.5,1.0,0.0,-1.0,0.0,0.0,-0.5,0.19689957449226214,0.0,0.0,0.0,0.0,0.0,0.0,0
33,0.0,0.0,1.0,0.0,0.0,-0.16666666666666666,0.5,0.0,0.0,0.0,0.6111111111111112,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,1.0491952322302924,0.0,0.0,0.0,0.0,0.0,0.0,0
34,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.6111111111111112,0.0,-1.0,1.0,0.0,0.0,100.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,0.0,-1.0,3.0,0.0,-0.5,-0.11420431850987971,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,-1.0,1.0,-0.8333333333333334,0.5,0.0,0.0,0.0,-0.9444444444444444,0.0,-1.0,1.0,-1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.5,1.0,0.0,-1.0,0.0,0.0,-0.5,1.2513802583932743,-1.0,0.0,0.0,0.0,0.0,0.0,1
36,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,-1.0,1.0,0.3888888888888889,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5,1.1909678631805594,0.0,0.0,0.0,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,1.0,0.0,-1.0,0.0,0.0,-0.5,-0.043534298174218174,0.0,0.0,1.0,0.0,0.0,0.0,0
38,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,1.0,-0.4444444444444444,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,2.1892984512500817,0.0,0.0,0.0,0.0,0.0,0.0,0
39,0.0,1.0,0.0,-1.0,0.0,0.8333333333333334,-0.5,0.0,-1.0,1.0,-0.05555555555555555,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.5769703857034656,0.0,0.0,0.0,0.0,0.0,0.0,0
40,0.0,0.0,0.0,-1.0,1.0,-0.16666666666666666,0.5,0.0,-1.0,1.0,-2.111111111111111,0.0,-1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.6859268941133032,-1.0,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,1.0,-1.0,1.0,-0.16666666666666666,-0.5,0.0,-1.0,1.0,-0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,-0.5,-0.12421889785486954,0.0,-1.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,-1.0,1.0,-0.4444444444444444,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.09401197210957507,0.0,0.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,1.0,0.0,0.0,-0.8333333333333334,0.5,0.0,0.0,0.0,0.6111111111111112,0.0,0.0,1.0,-1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,-0.04475067684598083,0.0,0.0,0.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,-1.0,1.0,-0.8333333333333334,0.0,0.0,-1.0,1.0,-2.111111111111111,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.6327116536037323,0.0,0.0,1.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,0.0,-0.6666666666666666,0.0,-1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,4.0,1.0,-0.5,-0.12428115636385591,0.0,0.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,0.0,-1.0,1.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.06659771104159447,0.0,0.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,1.0,-0.8333333333333334,-0.5,0.0,-1.0,1.0,-0.3888888888888889,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.11723237857491946,0.0,0.0,0.0,0.0,0.0,0.0,0
48,0.0,1.0,0.0,-1.0,1.0,-0.5,0.0,0.0,-1.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.5,0.992558417297745,0.0,0.0,1.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.5,0.0,-1.0,1.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,-1.0,0.0,0.0,-0.5,2.1682780886525834,0.0,0.0,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,-1.0,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,-0.1231874649605022,0.0,0.0,0.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,-1.0,1.0,-0.8333333333333334,-1.0,0.0,0.0,0.0,0.9444444444444444,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.5,0.019604461439999086,0.0,0.0,0.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,-1.0,1.0,-0.8333333333333334,-1.0,0.0,-1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.5,-0.019832137229328698,0.0,0.0,0.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,1.0,-0.8333333333333334,-1.0,0.0,0.0,0.0,-0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,1.0,0.0,0.0,0.0,-0.5,-0.11688138736300083,0.0,0.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,1.0,-1.0,1.0,-0.8333333333333334,1.0,0.0,-1.0,1.0,-0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.0024575654328418176,0.0,-1.0,1.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,1.0,-0.16666666666666666,-1.0,0.0,0.0,0.0,1.2222222222222223,0.0,0.0,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.5,1.3103225250936896,0.0,0.0,1.0,0.0,0.0,0.0,0
56,0.0,0.0,1.0,-1.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,-0.2777777777777778,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.10553408143121139,0.0,0.0,1.0,0.0,0.0,0.0,0
57,0.0,0.0,1.0,-1.0,1.0,-0.8333333333333334,-1.0,0.0,0.0,0.0,-0.6111111111111112,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,-0.1282331802668014,0.0,0.0,1.0,0.0,0.0,0.0,0
58,0.0,0.0,0.0,-1.0,1.0,-0.6666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,-1.0,1.0,-1.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-0.5,1.7912756081249395,0.0,-1.0,1.0,0.0,0.0,0.0,0
59,0.0,1.0,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,-1.0,1.0,-0.5,0.0,-1.0,1.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-0.5,1.1434350777132327,-1.0,-1.0,0.0,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,0.0,0.0,0.0,-0.2777777777777778,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.5,1.8041856058222907,0.0,-1.0,1.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,1.0,-0.8333333333333334,0.5,0.0,-1.0,1.0,-0.05555555555555555,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.01728510576633615,0.0,0.0,1.0,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-1.0,0.0,0.0,0.0,0.3333333333333333,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,1.0,0.0,0.0,0.0,-0.5,-0.13706796919464703,0.0,-1.0,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,-1.0,1.0,-0.8333333333333334,-1.0,0.0,-1.0,1.0,-2.111111111111111,0.0,-1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-3.0,0.0,0.0,0.0,4.0,1.0,-0.5,1.181614136718222,0.0,0.0,0.0,0.0,0.0,0.0,0
64,0.0,0.0,1.0,-1.0,1.0,-0.5,-1.0,0.0,0.0,0.0,-0.6111111111111112,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5,0.0,1.0,-1.0,0.0,0.0,-0.5,0.9949676867180766,-1.0,0.0,0.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,1.0,-0.16666666666666666,0.5,0.0,-1.0,1.0,0.05555555555555555,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,1.0,-1.0,0.0,0.0,-0.5,-0.07368843063041763,0.0,0.0,1.0,0.0,0.0,0.0,0
66,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.5,-0.055350034870168235,0.0,0.0,1.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,-1.0,1.0,0.6666666666666666,0.5,0.0,-1.0,1.0,-0.7222222222222222,0.0,-1.0,1.0,-1.0,4.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.5,0.0,1.0,-1.0,0.0,0.0,-0.5,1.1224433117335093,0.0,-1.0,1.0,0.0,0.0,0.0,0
68,0.0,0.0,1.0,0.0,0.0,-0.8333333333333334,-0.5,0.0,-1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,2.0,0.0,-0.5,0.28651491345193636,0.0,0.0,0.0,0.0,0.0,0.0,0
69,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-0.5,-0.14392005428854088,0.0,0.0,0.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,-1.0,1.0,-0.16666666666666666,-0.5,0.0,0.0,0.0,1.2777777777777777,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.5,0.0,1.0,-1.0,0.0,0.0,-0.5,-0.03410538638221139,0.0,0.0,1.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,-0.8333333333333334,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.07175516757991054,0.0,0.0,0.0,0.0,0.0,0.0,1
72,0.0,0.0,1.0,0.0,0.0,-0.8333333333333334,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.14256097689392755,0.0,0.0,1.0,0.0,0.0,0.0,0
